channel,database,file_id,type
1.0,REVERB,pointsource_noises/noise-free-sound-00033.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00034.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00035.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00036.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00037.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00038.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00039.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00040.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00041.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00042.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00043.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00044.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00045.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00046.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00047.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00048.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00049.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00050.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00051.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00052.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00053.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00054.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00055.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00056.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00057.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00058.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00059.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00060.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00061.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00062.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00063.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00064.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00065.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00066.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00067.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00068.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00069.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00070.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00071.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00072.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00073.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00074.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00075.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00076.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00077.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00078.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00079.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00080.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00081.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00082.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00083.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00084.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00085.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00086.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00087.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00088.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00089.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00090.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00091.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00092.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00093.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00094.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00095.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00096.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00097.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00098.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00099.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00100.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00101.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00102.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00103.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00104.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00105.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00106.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00107.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00108.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00109.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00110.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00111.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00112.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00113.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00114.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00115.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00116.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00117.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00118.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00119.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00120.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00121.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00122.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00123.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00124.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00125.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00126.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00127.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00128.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00129.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00130.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00131.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00132.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00133.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00134.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00135.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00136.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00137.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00138.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00139.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00140.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00141.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00142.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00143.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00144.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00145.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00146.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00147.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00148.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00149.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00150.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00151.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00152.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00153.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00154.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00155.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00156.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00157.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00158.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00159.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00160.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00161.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00162.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00163.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00164.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00165.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00166.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00167.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00168.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00169.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00170.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00171.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00172.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00173.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00174.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00175.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00176.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00177.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00178.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00179.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00180.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00181.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00182.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00183.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00184.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00185.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00186.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00187.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00188.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00189.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00190.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00191.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00192.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00193.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00194.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00195.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00196.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00197.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00198.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00199.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00200.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00201.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00202.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00203.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00204.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00205.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00206.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00207.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00208.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00209.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00210.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00211.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00212.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00213.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00214.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00215.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00216.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00217.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00218.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00219.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00220.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00221.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00222.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00223.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00224.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00225.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00226.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00227.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00228.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00229.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00230.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00231.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00232.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00233.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00234.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00235.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00236.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00237.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00238.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00239.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00240.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00241.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00242.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00243.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00244.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00245.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00246.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00247.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00248.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00249.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00250.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00251.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00252.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00253.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00254.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00255.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00256.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00257.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00258.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00259.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00260.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00261.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00262.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00263.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00264.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00265.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00266.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00267.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00268.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00269.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00270.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00271.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00272.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00273.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00274.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00275.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00276.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00277.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00278.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00279.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00280.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00281.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00282.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00283.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00284.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00285.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00286.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00287.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00288.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00289.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00290.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00291.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00292.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00293.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00294.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00295.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00296.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00297.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00298.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00299.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00300.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00301.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00302.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00303.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00304.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00305.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00306.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00307.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00308.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00309.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00310.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00311.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00312.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00313.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00314.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00315.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00316.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00317.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00318.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00319.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00320.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00321.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00322.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00323.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00324.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00325.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00326.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00327.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00328.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00329.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00330.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00331.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00332.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00333.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00334.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00335.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00336.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00337.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00338.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00339.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00340.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00341.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00342.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00343.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00344.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00345.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00346.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00347.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00348.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00349.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00350.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00351.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00352.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00353.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00354.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00355.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00356.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00357.wav,pointsource_noises
1.0,REVERB,pointsource_noises/noise-free-sound-00358.wav,pointsource_noises
